timestamp,x,y,z
0.0,0.024835707650561634,-0.05570406791165438,9.868740702879284
0.02,-0.006913215058559233,-0.0315465416868895,9.71605095276231
0.04,0.032384426905034625,-0.04710300917871225,9.793610247206127
0.06,0.07615149282040128,-0.02739979093705689,9.807916998830933
0.08,-0.011707668736166799,-0.010707515535559438,9.810795432919981
0.1,-0.011706847847459028,0.04185772431656923,9.819024802803904
0.12,0.07896064077536957,-0.016057951935285125,9.840521990990474
0.14,0.03837173645764544,-0.07928128533847964,9.808229628047734
0.16,-0.023473719296747606,0.05700339232475802,9.791597085892816
0.18,0.027128002179298234,-0.04185450668075198,9.789620532767016
0.2,-0.023170884640623113,-0.0029360213552314363,9.779424209898083
0.22,-0.023286487678512845,0.022326825347035575,9.849377166216344
0.24,0.012098113578301706,0.00998052092013914,9.777673576026174
0.26,-0.0956640122328899,0.054708977376073775,9.852338555450412
0.28,-0.08624589162565165,0.023950157169637946,9.810949954112994
0.3,-0.028114376462048635,-0.0430654789848554,9.783937259657193
0.32,-0.05064155601672119,0.1089281086995831,9.840920360787207
0.34,0.015712366629763694,0.009716673166911662,9.773627303763845
0.36,-0.04540120377606055,-0.007367011331075312,9.841909202036412
0.38,-0.07061518506676458,0.04819627115277855,9.82063630605959
0.4,0.07328243844607771,0.012472547296503612,9.780183765545404
0.42,-0.011288815024326784,0.019961409646966355,9.836431740766729
0.44,0.003376410234396192,0.12460919993003435,9.837329486284432
0.46,-0.07123740931067284,-0.013756071412752334,9.8678759802905
0.48,-0.027219136226259134,-0.015888044700869793,9.858307350620466
0.5,0.005546129485493305,0.0058289256006231905,9.834563701036314
0.52,-0.057549678871115145,0.053575796779051936,9.753620452439563
0.54,0.0187849009172836,-0.07532670150951996,9.932429349408704
0.56,-0.03003193449594025,-0.09827779457382527,9.73981918944641
0.58,-0.01458468748966384,-0.02935576353100738,9.857463158714117
0.6,-0.030085330611469847,-0.08169614795296437,9.831564190844315
0.62,0.09261390922544689,-0.021241567376281925,9.751292881375944
0.64,-0.0006748612368966961,0.025124984806464513,9.803784953056075
0.66,-0.05288554644779502,-0.044537443177613184,9.806062355687768
0.68,0.04112724560515946,-0.07134132883906712,9.875279135790526
0.7,-0.06104218249855112,0.0034668580857673986,9.77433445498599
0.72,0.010443179750237772,0.043127174230758514,9.796902749678782
0.74,-0.09798350619398878,-0.08474867192583063,9.693196519748938
0.76,-0.06640930244492153,0.04101161991529921,9.896738139656179
0.78,0.009843061793456176,0.04086531018691631,9.756476587848997
0.8,0.03692332899977052,0.047704255107831404,9.826345543211959
0.82,0.008568414059498526,0.06092401074358433,9.804929608513907
0.84,-0.005782414119412027,0.1101006962329808,9.805099951660834
0.86,-0.01505518477946444,-0.01780460243095276,9.850493099243545
0.88,-0.07392609951837137,0.005478579003892906,9.893563123015182
0.9,-0.03599221041973543,-0.02082192166240128,9.8225746834971
0.92,-0.023031938547989378,9.884223779053879e-05,9.842753900881526
0.94,0.05285611131094579,0.0766436677818156,9.826444576836353
0.96,0.01718091447842307,-0.06725072419653344,9.860876571196531
0.98,0.04962202710727803,0.057488016043846055,9.786854181025683
1.0,-0.03344584648194222,0.1283470865762396,9.863769527720821
1.02,0.18383434091905881,0.3194762372550189,9.865524993282369
1.04,0.014662975349315183,0.047434515224426654,9.864126850434147
1.06,0.1485969746186908,0.12583791488576734,9.776992606633177
1.08,-0.09612698691417085,-0.0871883583599139,9.801583118288141
1.1,0.04656400595580993,0.0750137304500494,9.821973349439022
1.12,-0.04196087616113193,0.003725479691338631,9.74145789775855
1.14,-0.01546061879256073,0.05128160569362912,9.889746010404302
1.16,0.016563171570178198,0.13210059552463102,9.809386173324892
1.18,0.04877725635611796,0.029904957752373312,9.824196394380236
1.2,-0.0239587118922645,0.0024664082897421814,9.78114977801364
1.22,-0.009282948833190856,0.03612234926104897,9.74365612203165
1.24,-0.05531674870030141,-0.018264042910194244,9.779798505726262
1.26,-0.05981033120403354,0.11939838527623661,9.82096020938168
1.28,0.040626291119709904,0.009003551884799075,9.843671440637685
1.3,0.06781200142854114,-0.013646666011275644,9.818089577030136
1.32,-0.0036005060790166923,-0.04178445025100181,9.827336200812098
1.34,0.05017664489460121,0.05486100958032192,9.793148681265931
1.36,0.018081801252381707,0.043359370641386945,9.834812428312272
1.38,-0.032255987730256216,-0.02486771857070466,9.884141643319296
1.4,0.018069780275420697,0.028822567256121135,9.84523947212195
1.42,0.07690182832329846,-0.07542779841064283,9.850477094412648
1.44,-0.001791301955497577,0.009248528753657814,9.824700819965331
